area_title,occ_title,tot_emp
New Mexico,Astronomers,30
New Mexico,Physicists,"1,740"
New Mexico,Atmospheric and Space Scientists,80
New Mexico,Chemists,310
New Mexico,Materials Scientists,80
New Mexico,"Environmental Scientists and Specialists, Including Health","1,270"
New Mexico,"Geoscientists, Except Hydrologists and Geographers",330
New Mexico,Hydrologists,160
New Mexico,"Physical Scientists, All Other",470
New Mexico,Economists,**
New Mexico,Survey Researchers,50
New Mexico,"Clinical, Counseling, and School Psychologists",790
New Mexico,"Psychologists, All Other",90
New Mexico,Urban and Regional Planners,540
New Mexico,Anthropologists and Archeologists,250
New Mexico,Historians,50
New Mexico,"Social Scientists and Related Workers, All Other",170
New Mexico,Agricultural and Food Science Technicians,60
New Mexico,Biological Technicians,240
New Mexico,Chemical Technicians,260
New Mexico,"Environmental Science and Protection Technicians, Including Health",520
New Mexico,Geological and Hydrologic Technicians,110
New Mexico,Nuclear Technicians,230
New Mexico,Forest and Conservation Technicians,560
New Mexico,Forensic Science Technicians,240
New Mexico,"Life, Physical, and Social Science Technicians, All Other",310
New Mexico,Occupational Health and Safety Specialists,960
New Mexico,Occupational Health and Safety Technicians,140
New Mexico,Community and Social Service Occupations,"14,440"
New Mexico,"Educational, Guidance, and Career Counselors and Advisors","1,630"
New Mexico,Marriage and Family Therapists,130
New Mexico,Rehabilitation Counselors,460
New Mexico,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","1,450"
New Mexico,"Counselors, All Other",90
New Mexico,"Child, Family, and School Social Workers","2,000"
New Mexico,Healthcare Social Workers,"1,420"
New Mexico,Mental Health and Substance Abuse Social Workers,380
New Mexico,"Social Workers, All Other",450
New Mexico,Health Education Specialists,840
New Mexico,Probation Officers and Correctional Treatment Specialists,670
New Mexico,Social and Human Service Assistants,"3,630"
New Mexico,Community Health Workers,860
New Mexico,"Community and Social Service Specialists, All Other",230
New Mexico,Clergy,160
New Mexico,Legal Occupations,"6,050"
New Mexico,Lawyers,"3,560"
New Mexico,"Administrative Law Judges, Adjudicators, and Hearing Officers",160
New Mexico,"Judges, Magistrate Judges, and Magistrates",340
New Mexico,Paralegals and Legal Assistants,"1,340"
New Mexico,"Title Examiners, Abstractors, and Searchers",480
New Mexico,"Legal Support Workers, All Other",120
New Mexico,Educational Instruction and Library Occupations,"53,370"
New Mexico,"Business Teachers, Postsecondary",240
New Mexico,"Computer Science Teachers, Postsecondary",110
New Mexico,"Mathematical Science Teachers, Postsecondary",110
New Mexico,"Engineering Teachers, Postsecondary",70
New Mexico,"Biological Science Teachers, Postsecondary",60
New Mexico,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",40
New Mexico,"Psychology Teachers, Postsecondary",40
New Mexico,"Social Sciences Teachers, Postsecondary, All Other",370
New Mexico,"Health Specialties Teachers, Postsecondary",**
New Mexico,"Nursing Instructors and Teachers, Postsecondary",90
New Mexico,"Education Teachers, Postsecondary",100
New Mexico,"Social Work Teachers, Postsecondary",50
New Mexico,"Art, Drama, and Music Teachers, Postsecondary",150
New Mexico,"English Language and Literature Teachers, Postsecondary",100
New Mexico,"Foreign Language and Literature Teachers, Postsecondary",**
New Mexico,"History Teachers, Postsecondary",40
New Mexico,"Career/Technical Education Teachers, Postsecondary",730
New Mexico,"Postsecondary Teachers, All Other","4,070"
New Mexico,"Preschool Teachers, Except Special Education","2,910"
New Mexico,"Kindergarten Teachers, Except Special Education","1,370"
New Mexico,"Elementary School Teachers, Except Special Education","7,650"
New Mexico,"Middle School Teachers, Except Special and Career/Technical Education","3,250"
New Mexico,"Secondary School Teachers, Except Special and Career/Technical Education","6,880"
New Mexico,"Career/Technical Education Teachers, Secondary School",230
New Mexico,"Special Education Teachers, Preschool",220
New Mexico,"Special Education Teachers, Kindergarten and Elementary School",920
New Mexico,"Special Education Teachers, Middle School",510
New Mexico,"Special Education Teachers, Secondary School","1,170"
New Mexico,"Special Education Teachers, All Other",480
New Mexico,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",410
New Mexico,Self-Enrichment Teachers,"1,030"
New Mexico,"Substitute Teachers, Short-Term","3,020"
New Mexico,"Tutors and Teachers and Instructors, All Other","2,730"
New Mexico,Archivists,70
New Mexico,Curators,110
New Mexico,Museum Technicians and Conservators,80
New Mexico,Librarians and Media Collections Specialists,700
New Mexico,Library Technicians,630
New Mexico,Instructional Coordinators,580
New Mexico,"Teaching Assistants, Postsecondary","1,720"
New Mexico,"Teaching Assistants, Except Postsecondary","7,970"
New Mexico,"Educational Instruction and Library Workers, All Other",330
New Mexico,"Arts, Design, Entertainment, Sports, and Media Occupations","9,020"
New Mexico,Art Directors,80
New Mexico,Craft Artists,**
New Mexico,"Fine Artists, Including Painters, Sculptors, and Illustrators",50
New Mexico,Special Effects Artists and Animators,160
New Mexico,Commercial and Industrial Designers,70
New Mexico,Fashion Designers,80
New Mexico,Floral Designers,190
New Mexico,Graphic Designers,750
New Mexico,Interior Designers,130
New Mexico,Merchandise Displayers and Window Trimmers,620
New Mexico,Set and Exhibit Designers,280
New Mexico,Actors,420
New Mexico,Producers and Directors,510
New Mexico,Coaches and Scouts,680
New Mexico,"Umpires, Referees, and Other Sports Officials",60
New Mexico,Musicians and Singers,260
New Mexico,Broadcast Announcers and Radio Disc Jockeys,270
New Mexico,"News Analysts, Reporters, and Journalists",170
New Mexico,Public Relations Specialists,"1,010"
New Mexico,Editors,310
New Mexico,Technical Writers,530
New Mexico,Writers and Authors,100
New Mexico,Interpreters and Translators,490
New Mexico,Court Reporters and Simultaneous Captioners,70
New Mexico,"Media and Communication Workers, All Other",130
New Mexico,Audio and Video Technicians,580
New Mexico,Broadcast Technicians,130
New Mexico,Sound Engineering Technicians,40
New Mexico,Photographers,230
New Mexico,"Camera Operators, Television, Video, and Film",110
New Mexico,Film and Video Editors,40
New Mexico,"Lighting Technicians and Media and Communication Equipment Workers, All Other",190
New Mexico,Healthcare Practitioners and Technical Occupations,"47,530"
New Mexico,Chiropractors,150
New Mexico,"Dentists, General",630
New Mexico,Orthodontists,60
New Mexico,"Dentists, All Other Specialists",70
New Mexico,Dietitians and Nutritionists,380
New Mexico,Optometrists,200
New Mexico,Pharmacists,"1,500"
New Mexico,Physician Assistants,650
New Mexico,Podiatrists,70
New Mexico,Occupational Therapists,630
New Mexico,Physical Therapists,"1,380"
New Mexico,Radiation Therapists,70
New Mexico,Recreational Therapists,130
New Mexico,Respiratory Therapists,630
New Mexico,Speech-Language Pathologists,880
New Mexico,"Therapists, All Other",190
New Mexico,Veterinarians,380
New Mexico,Registered Nurses,"17,350"
New Mexico,Nurse Anesthetists,170
New Mexico,Nurse Midwives,90
New Mexico,Nurse Practitioners,"1,110"
New Mexico,Audiologists,70
New Mexico,Anesthesiologists,**
New Mexico,Family Medicine Physicians,710
New Mexico,General Internal Medicine Physicians,130
New Mexico,Obstetricians and Gynecologists,100
New Mexico,"Pediatricians, General",140
New Mexico,Psychiatrists,100
New Mexico,"Physicians, All Other; and Ophthalmologists, Except Pediatric","2,120"
New Mexico,"Surgeons, Except Ophthalmologists",**
New Mexico,Dental Hygienists,"1,180"
New Mexico,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",120
New Mexico,Clinical Laboratory Technologists and Technicians,"1,350"
New Mexico,Cardiovascular Technologists and Technicians,330
New Mexico,Diagnostic Medical Sonographers,500
New Mexico,Nuclear Medicine Technologists,110
New Mexico,Radiologic Technologists and Technicians,"1,280"
New Mexico,Magnetic Resonance Imaging Technologists,120
New Mexico,Emergency Medical Technicians and Paramedics,"1,410"
New Mexico,Dietetic Technicians,210
New Mexico,Pharmacy Technicians,"2,340"
New Mexico,Psychiatric Technicians,920
New Mexico,Surgical Technologists,720
New Mexico,Veterinary Technologists and Technicians,620
New Mexico,Ophthalmic Medical Technicians,330
New Mexico,Licensed Practical and Licensed Vocational Nurses,"2,120"
New Mexico,"Opticians, Dispensing",440
New Mexico,Hearing Aid Specialists,**
New Mexico,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","1,820"
New Mexico,Athletic Trainers,50
New Mexico,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",360
New Mexico,Healthcare Support Occupations,"49,990"
New Mexico,Home Health and Personal Care Aides,"30,230"
New Mexico,Nursing Assistants,"5,620"
New Mexico,Orderlies,150
New Mexico,Psychiatric Aides,250
New Mexico,Occupational Therapy Assistants,170
New Mexico,Physical Therapist Assistants,600
New Mexico,Physical Therapist Aides,280
New Mexico,Massage Therapists,400
New Mexico,Dental Assistants,"2,830"
New Mexico,Medical Assistants,"6,750"
New Mexico,Medical Equipment Preparers,260
New Mexico,Medical Transcriptionists,**
New Mexico,Pharmacy Aides,80
New Mexico,Veterinary Assistants and Laboratory Animal Caretakers,690
New Mexico,Phlebotomists,670
New Mexico,"Healthcare Support Workers, All Other",620
New Mexico,Protective Service Occupations,"25,760"
New Mexico,First-Line Supervisors of Correctional Officers,640
New Mexico,First-Line Supervisors of Police and Detectives,640
New Mexico,First-Line Supervisors of Firefighting and Prevention Workers,840
New Mexico,"Miscellaneous First-Line Supervisors, Protective Service Workers",680
New Mexico,Firefighters,"2,370"
New Mexico,Fire Inspectors and Investigators,50
New Mexico,Correctional Officers and Jailers,"4,110"
New Mexico,Detectives and Criminal Investigators,"1,720"
New Mexico,Police and Sheriff's Patrol Officers,"4,360"
New Mexico,Animal Control Workers,150
New Mexico,Private Detectives and Investigators,70
New Mexico,Gambling Surveillance Officers and Gambling Investigators,230
New Mexico,Security Guards,"7,020"
New Mexico,Crossing Guards and Flaggers,360
New Mexico,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",850
New Mexico,Transportation Security Screeners,210
New Mexico,"School Bus Monitors and Protective Service Workers, All Other","1,340"
New Mexico,Food Preparation and Serving Related Occupations,"83,760"
New Mexico,Chefs and Head Cooks,390
New Mexico,First-Line Supervisors of Food Preparation and Serving Workers,"7,240"
New Mexico,"Cooks, Fast Food","2,700"
New Mexico,"Cooks, Institution and Cafeteria","2,620"
New Mexico,"Cooks, Restaurant","9,700"
New Mexico,"Cooks, Short Order",270
New Mexico,"Cooks, All Other",**
New Mexico,Food Preparation Workers,"5,770"
New Mexico,Bartenders,"2,630"
New Mexico,Fast Food and Counter Workers,"24,290"
New Mexico,Waiters and Waitresses,"17,000"
New Mexico,"Food Servers, Nonrestaurant","2,000"
New Mexico,Dining Room and Cafeteria Attendants and Bartender Helpers,"3,000"
New Mexico,Dishwashers,"2,850"
New Mexico,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","3,000"
New Mexico,"Food Preparation and Serving Related Workers, All Other",250
New Mexico,Building and Grounds Cleaning and Maintenance Occupations,"25,560"
New Mexico,First-Line Supervisors of Housekeeping and Janitorial Workers,"1,030"
New Mexico,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",680
New Mexico,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","12,070"
New Mexico,Maids and Housekeeping Cleaners,"6,280"
New Mexico,"Building Cleaning Workers, All Other",**
New Mexico,Pest Control Workers,360
New Mexico,Landscaping and Groundskeeping Workers,"4,660"
New Mexico,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",**
New Mexico,Tree Trimmers and Pruners,**
New Mexico,"Grounds Maintenance Workers, All Other",50
New Mexico,Personal Care and Service Occupations,"15,790"
New Mexico,First-Line Supervisors of Gambling Services Workers,370
New Mexico,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","1,760"
New Mexico,Animal Trainers,120
New Mexico,Animal Caretakers,"1,230"
New Mexico,Gambling Dealers,660
New Mexico,Gambling and Sports Book Writers and Runners,**
New Mexico,"Gambling Service Workers, All Other",110
New Mexico,"Ushers, Lobby Attendants, and Ticket Takers",420
New Mexico,Amusement and Recreation Attendants,990
New Mexico,Costume Attendants,70
New Mexico,"Entertainment Attendants and Related Workers, All Other",40
New Mexico,Funeral Attendants,200
New Mexico,"Morticians, Undertakers, and Funeral Arrangers",100
New Mexico,"Hairdressers, Hairstylists, and Cosmetologists","1,700"
New Mexico,"Makeup Artists, Theatrical and Performance",60
New Mexico,Manicurists and Pedicurists,50
New Mexico,Skincare Specialists,80
New Mexico,Baggage Porters and Bellhops,140
New Mexico,Concierges,50
New Mexico,Tour and Travel Guides,300
New Mexico,Childcare Workers,"2,110"
New Mexico,Exercise Trainers and Group Fitness Instructors,"1,340"
New Mexico,Recreation Workers,"2,800"
New Mexico,Residential Advisors,660
New Mexico,"Crematory Operators and Personal Care and Service Workers, All Other",140
New Mexico,Sales and Related Occupations,"78,400"
New Mexico,First-Line Supervisors of Retail Sales Workers,"8,170"
New Mexico,First-Line Supervisors of Non-Retail Sales Workers,880
New Mexico,Cashiers,"22,850"
New Mexico,Gambling Change Persons and Booth Cashiers,520
New Mexico,Counter and Rental Clerks,"2,270"
New Mexico,Parts Salespersons,"1,970"
New Mexico,Retail Salespersons,"25,790"
New Mexico,Advertising Sales Agents,540
New Mexico,Insurance Sales Agents,"1,690"
New Mexico,"Securities, Commodities, and Financial Services Sales Agents","1,150"
New Mexico,Travel Agents,180
New Mexico,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","4,270"
New Mexico,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",860
New Mexico,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","4,410"
New Mexico,Demonstrators and Product Promoters,290
New Mexico,Real Estate Brokers,80
New Mexico,Real Estate Sales Agents,"1,170"
New Mexico,Sales Engineers,40
New Mexico,Telemarketers,"1,010"
New Mexico,Office and Administrative Support Occupations,"114,620"
New Mexico,First-Line Supervisors of Office and Administrative Support Workers,"9,310"
New Mexico,"Switchboard Operators, Including Answering Service",390
New Mexico,Bill and Account Collectors,640
New Mexico,Billing and Posting Clerks,"1,660"
New Mexico,"Bookkeeping, Accounting, and Auditing Clerks","8,140"
New Mexico,Gambling Cage Workers,210
New Mexico,Payroll and Timekeeping Clerks,690
New Mexico,Procurement Clerks,370
New Mexico,Tellers,"2,600"
New Mexico,"Financial Clerks, All Other",**
New Mexico,Brokerage Clerks,100
New Mexico,"Court, Municipal, and License Clerks","1,100"
New Mexico,Customer Service Representatives,"19,400"
New Mexico,"Eligibility Interviewers, Government Programs","1,000"
New Mexico,File Clerks,630
New Mexico,"Hotel, Motel, and Resort Desk Clerks","2,400"
New Mexico,"Interviewers, Except Eligibility and Loan",**
New Mexico,"Library Assistants, Clerical",340
New Mexico,Loan Interviewers and Clerks,"1,040"
New Mexico,New Accounts Clerks,50
New Mexico,Order Clerks,110
New Mexico,"Human Resources Assistants, Except Payroll and Timekeeping",830
New Mexico,Receptionists and Information Clerks,"5,620"
New Mexico,Reservation and Transportation Ticket Agents and Travel Clerks,670
New Mexico,"Information and Record Clerks, All Other",950
New Mexico,Cargo and Freight Agents,170
New Mexico,Couriers and Messengers,290
New Mexico,Public Safety Telecommunicators,920
New Mexico,"Dispatchers, Except Police, Fire, and Ambulance",890
New Mexico,"Meter Readers, Utilities",230
New Mexico,Postal Service Clerks,640
New Mexico,Postal Service Mail Carriers,"1,600"
New Mexico,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",380
New Mexico,"Production, Planning, and Expediting Clerks",550
New Mexico,"Shipping, Receiving, and Inventory Clerks","2,300"
New Mexico,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",260
New Mexico,Executive Secretaries and Executive Administrative Assistants,"2,090"
New Mexico,Legal Secretaries and Administrative Assistants,"1,350"
New Mexico,Medical Secretaries and Administrative Assistants,"4,680"
New Mexico,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","28,990"
New Mexico,Data Entry Keyers,470
New Mexico,Word Processors and Typists,100
New Mexico,Desktop Publishers,60
New Mexico,Insurance Claims and Policy Processing Clerks,"1,190"
New Mexico,"Mail Clerks and Mail Machine Operators, Except Postal Service",350
New Mexico,"Office Clerks, General","7,940"
New Mexico,"Office Machine Operators, Except Computer",140
New Mexico,Statistical Assistants,30
New Mexico,"Office and Administrative Support Workers, All Other",390
New Mexico,"Farming, Fishing, and Forestry Occupations","2,870"
New Mexico,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",220
New Mexico,Agricultural Inspectors,90
New Mexico,"Graders and Sorters, Agricultural Products",60
New Mexico,Agricultural Equipment Operators,480
New Mexico,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","1,570"
New Mexico,"Farmworkers, Farm, Ranch, and Aquacultural Animals",370
New Mexico,Construction and Extraction Occupations,"54,990"
New Mexico,First-Line Supervisors of Construction Trades and Extraction Workers,"7,040"
New Mexico,Brickmasons and Blockmasons,230
New Mexico,Stonemasons,60
New Mexico,Carpenters,"3,730"
New Mexico,Carpet Installers,60
New Mexico,Tile and Stone Setters,180
New Mexico,Cement Masons and Concrete Finishers,"1,190"
New Mexico,Construction Laborers,"10,620"
New Mexico,"Paving, Surfacing, and Tamping Equipment Operators",**
New Mexico,Operating Engineers and Other Construction Equipment Operators,"4,230"
New Mexico,Drywall and Ceiling Tile Installers,670
New Mexico,Tapers,50
New Mexico,Electricians,"4,080"
New Mexico,Glaziers,280
New Mexico,"Insulation Workers, Floor, Ceiling, and Wall",**
New Mexico,"Insulation Workers, Mechanical",50
New Mexico,"Painters, Construction and Maintenance",990
New Mexico,Paperhangers,**
New Mexico,Pipelayers,110
New Mexico,"Plumbers, Pipefitters, and Steamfitters","2,290"
New Mexico,Plasterers and Stucco Masons,440
New Mexico,Roofers,"1,260"
New Mexico,Sheet Metal Workers,710
New Mexico,Structural Iron and Steel Workers,310
New Mexico,Solar Photovoltaic Installers,170
New Mexico,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",60
New Mexico,Helpers--Carpenters,260
New Mexico,Helpers--Electricians,970
New Mexico,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",630
New Mexico,Helpers--Roofers,60
New Mexico,"Helpers, Construction Trades, All Other",170
New Mexico,Construction and Building Inspectors,510
New Mexico,Elevator and Escalator Installers and Repairers,170
New Mexico,Fence Erectors,260
New Mexico,Hazardous Materials Removal Workers,650
New Mexico,Highway Maintenance Workers,"1,540"
New Mexico,Septic Tank Servicers and Sewer Pipe Cleaners,160
New Mexico,Miscellaneous Construction and Related Workers,200
New Mexico,"Derrick Operators, Oil and Gas","1,070"
New Mexico,"Rotary Drill Operators, Oil and Gas","1,040"
New Mexico,"Service Unit Operators, Oil and Gas","2,390"
New Mexico,"Excavating and Loading Machine and Dragline Operators, Surface Mining",170
New Mexico,Continuous Mining Machine Operators,360
New Mexico,"Roustabouts, Oil and Gas","4,240"
New Mexico,Helpers--Extraction Workers,200
New Mexico,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",270
New Mexico,"Underground Mining Machine Operators and Extraction Workers, All Other",200
New Mexico,"Installation, Maintenance, and Repair Occupations","34,010"
New Mexico,"First-Line Supervisors of Mechanics, Installers, and Repairers","2,940"
New Mexico,"Computer, Automated Teller, and Office Machine Repairers",170
New Mexico,"Radio, Cellular, and Tower Equipment Installers and Repairers",**
New Mexico,"Telecommunications Equipment Installers and Repairers, Except Line Installers",800
New Mexico,Avionics Technicians,50
New Mexico,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",340
New Mexico,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",140
New Mexico,Audiovisual Equipment Installers and Repairers,100
New Mexico,Security and Fire Alarm Systems Installers,780
New Mexico,Aircraft Mechanics and Service Technicians,420
New Mexico,Automotive Body and Related Repairers,710
New Mexico,Automotive Glass Installers and Repairers,140
New Mexico,Automotive Service Technicians and Mechanics,"4,390"
New Mexico,Bus and Truck Mechanics and Diesel Engine Specialists,"1,920"
New Mexico,Farm Equipment Mechanics and Service Technicians,**
New Mexico,"Mobile Heavy Equipment Mechanics, Except Engines","1,040"
New Mexico,Rail Car Repairers,**
New Mexico,Motorcycle Mechanics,280
New Mexico,Outdoor Power Equipment and Other Small Engine Mechanics,200
New Mexico,Bicycle Repairers,90
New Mexico,Recreational Vehicle Service Technicians,**
New Mexico,Tire Repairers and Changers,920
New Mexico,Mechanical Door Repairers,**
New Mexico,"Control and Valve Installers and Repairers, Except Mechanical Door",600
New Mexico,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","1,380"
New Mexico,Home Appliance Repairers,180
New Mexico,Industrial Machinery Mechanics,"2,940"
New Mexico,"Maintenance Workers, Machinery",260
New Mexico,Millwrights,190
New Mexico,Electrical Power-Line Installers and Repairers,730
New Mexico,Telecommunications Line Installers and Repairers,110
New Mexico,Medical Equipment Repairers,310
New Mexico,Musical Instrument Repairers and Tuners,**
New Mexico,"Precision Instrument and Equipment Repairers, All Other",110
New Mexico,"Maintenance and Repair Workers, General","8,430"
New Mexico,Wind Turbine Service Technicians,150
New Mexico,"Coin, Vending, and Amusement Machine Servicers and Repairers",270
New Mexico,Locksmiths and Safe Repairers,100
New Mexico,Riggers,140
New Mexico,"Helpers--Installation, Maintenance, and Repair Workers",830
New Mexico,"Installation, Maintenance, and Repair Workers, All Other",910
New Mexico,Production Occupations,"28,100"
New Mexico,First-Line Supervisors of Production and Operating Workers,"2,490"
New Mexico,"Coil Winders, Tapers, and Finishers",60
New Mexico,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",370
New Mexico,Structural Metal Fabricators and Fitters,180
New Mexico,Miscellaneous Assemblers and Fabricators,"2,470"
New Mexico,Bakers,740
New Mexico,Butchers and Meat Cutters,820
New Mexico,"Meat, Poultry, and Fish Cutters and Trimmers",80
New Mexico,Slaughterers and Meat Packers,60
New Mexico,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",60
New Mexico,Food Batchmakers,960
New Mexico,Food Cooking Machine Operators and Tenders,70
New Mexico,"Food Processing Workers, All Other",180
New Mexico,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",330
New Mexico,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",150
New Mexico,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",40
New Mexico,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",**
New Mexico,Machinists,880
New Mexico,Metal-Refining Furnace Operators and Tenders,**
New Mexico,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",140
New Mexico,"Welders, Cutters, Solderers, and Brazers","2,080"
New Mexico,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",80
New Mexico,"Metal Workers and Plastic Workers, All Other",60
New Mexico,Prepress Technicians and Workers,130
New Mexico,Printing Press Operators,430
New Mexico,Print Binding and Finishing Workers,60
New Mexico,Laundry and Dry-Cleaning Workers,"1,450"
New Mexico,"Pressers, Textile, Garment, and Related Materials",200
New Mexico,Sewing Machine Operators,240
New Mexico,"Tailors, Dressmakers, and Custom Sewers",50
New Mexico,Upholsterers,**
New Mexico,Cabinetmakers and Bench Carpenters,260
New Mexico,"Sawing Machine Setters, Operators, and Tenders, Wood",70
New Mexico,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",110
New Mexico,"Woodworkers, All Other",**
New Mexico,Power Distributors and Dispatchers,180
New Mexico,Power Plant Operators,310
New Mexico,Stationary Engineers and Boiler Operators,140
New Mexico,Water and Wastewater Treatment Plant and System Operators,"1,280"
New Mexico,Gas Plant Operators,320
New Mexico,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",820
New Mexico,"Plant and System Operators, All Other",350
New Mexico,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",180
New Mexico,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",150
New Mexico,"Mixing and Blending Machine Setters, Operators, and Tenders",490
New Mexico,"Cutters and Trimmers, Hand",40
New Mexico,"Cutting and Slicing Machine Setters, Operators, and Tenders",50
New Mexico,"Inspectors, Testers, Sorters, Samplers, and Weighers","1,750"
New Mexico,Jewelers and Precious Stone and Metal Workers,470
New Mexico,Dental Laboratory Technicians,140
New Mexico,Medical Appliance Technicians,90
New Mexico,Ophthalmic Laboratory Technicians,100
New Mexico,Packaging and Filling Machine Operators and Tenders,"1,170"
New Mexico,"Painting, Coating, and Decorating Workers",40
New Mexico,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",450
New Mexico,Semiconductor Processing Technicians,"1,130"
New Mexico,Computer Numerically Controlled Tool Operators,80
New Mexico,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",30
New Mexico,"Molders, Shapers, and Casters, Except Metal and Plastic",100
New Mexico,"Paper Goods Machine Setters, Operators, and Tenders",120
New Mexico,Helpers--Production Workers,"1,670"
New Mexico,"Production Workers, All Other",370
New Mexico,Transportation and Material Moving Occupations,"54,250"
New Mexico,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","2,420"
New Mexico,"Airline Pilots, Copilots, and Flight Engineers",50
New Mexico,Commercial Pilots,200
New Mexico,Air Traffic Controllers,350
New Mexico,Airfield Operations Specialists,50
New Mexico,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",**
New Mexico,Driver/Sales Workers,"1,620"
New Mexico,Heavy and Tractor-Trailer Truck Drivers,"11,750"
New Mexico,Light Truck Drivers,"4,730"
New Mexico,"Bus Drivers, Transit and Intercity",550
New Mexico,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","4,070"
New Mexico,"Motor Vehicle Operators, All Other",310
New Mexico,Locomotive Engineers,130
New Mexico,Railroad Conductors and Yardmasters,120
New Mexico,Parking Attendants,430
New Mexico,Automotive and Watercraft Service Attendants,500
New Mexico,Traffic Technicians,160
New Mexico,Transportation Inspectors,110
New Mexico,"Aircraft Service Attendants and Transportation Workers, All Other",200
New Mexico,Conveyor Operators and Tenders,140
New Mexico,Crane and Tower Operators,120
New Mexico,Hoist and Winch Operators,60
New Mexico,Industrial Truck and Tractor Operators,"1,040"
New Mexico,Cleaners of Vehicles and Equipment,"2,170"
New Mexico,"Laborers and Freight, Stock, and Material Movers, Hand","9,450"
New Mexico,"Packers and Packagers, Hand","1,800"
New Mexico,Stockers and Order Fillers,"10,360"
New Mexico,Wellhead Pumpers,260
New Mexico,Refuse and Recyclable Material Collectors,480
New Mexico,"Tank Car, Truck, and Ship Loaders",**
New York,All Occupations,"9,522,980"
New York,Management Occupations,"502,060"
New York,Chief Executives,"8,990"
New York,General and Operations Managers,"168,730"
New York,Legislators,"6,310"
New York,Advertising and Promotions Managers,"7,840"
New York,Marketing Managers,"21,550"
New York,Sales Managers,"24,730"
New York,Public Relations and Fundraising Managers,"6,550"
New York,Administrative Services and Facilities Managers,"19,460"
New York,Computer and Information Systems Managers,"28,960"
New York,Financial Managers,"46,100"
New York,Industrial Production Managers,"5,530"
New York,Purchasing Managers,"4,310"
New York,"Transportation, Storage, and Distribution Managers","4,510"
New York,Compensation and Benefits Managers,"1,550"
New York,Human Resources Managers,"10,980"
New York,Training and Development Managers,"3,050"
New York,"Farmers, Ranchers, and Other Agricultural Managers",110
New York,Construction Managers,"11,380"
New York,"Education and Childcare Administrators, Preschool and Daycare","3,070"
New York,"Education Administrators, Kindergarten through Secondary","20,670"
New York,"Education Administrators, Postsecondary",**
New York,"Education Administrators, All Other","2,120"
New York,Architectural and Engineering Managers,"7,060"
New York,Food Service Managers,"10,470"
New York,Gambling Managers,200
New York,Lodging Managers,"1,070"
New York,Medical and Health Services Managers,"25,740"
New York,Natural Sciences Managers,"1,450"
New York,Postmasters and Mail Superintendents,830
New York,"Property, Real Estate, and Community Association Managers","8,620"
New York,Social and Community Service Managers,"13,820"
