area_title,occ_title,tot_emp
Alaska,"Excavating and Loading Machine and Dragline Operators, Surface Mining",170
Alaska,Continuous Mining Machine Operators,100
Alaska,"Roustabouts, Oil and Gas",240
Alaska,Helpers--Extraction Workers,130
Alaska,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",350
Alaska,"Underground Mining Machine Operators and Extraction Workers, All Other",460
Alaska,"Installation, Maintenance, and Repair Occupations","18,180"
Alaska,"First-Line Supervisors of Mechanics, Installers, and Repairers","1,290"
Alaska,"Computer, Automated Teller, and Office Machine Repairers",140
Alaska,"Radio, Cellular, and Tower Equipment Installers and Repairers",**
Alaska,"Telecommunications Equipment Installers and Repairers, Except Line Installers",550
Alaska,Avionics Technicians,120
Alaska,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",180
Alaska,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",70
Alaska,"Electronic Equipment Installers and Repairers, Motor Vehicles",**
Alaska,Audiovisual Equipment Installers and Repairers,200
Alaska,Security and Fire Alarm Systems Installers,110
Alaska,Aircraft Mechanics and Service Technicians,"1,650"
Alaska,Automotive Body and Related Repairers,310
Alaska,Automotive Service Technicians and Mechanics,"1,740"
Alaska,Bus and Truck Mechanics and Diesel Engine Specialists,670
Alaska,"Mobile Heavy Equipment Mechanics, Except Engines","1,080"
Alaska,Motorboat Mechanics and Service Technicians,190
Alaska,Outdoor Power Equipment and Other Small Engine Mechanics,**
Alaska,Recreational Vehicle Service Technicians,40
Alaska,Tire Repairers and Changers,540
Alaska,"Control and Valve Installers and Repairers, Except Mechanical Door",40
Alaska,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",310
Alaska,Home Appliance Repairers,110
Alaska,Industrial Machinery Mechanics,720
Alaska,"Maintenance Workers, Machinery",180
Alaska,Millwrights,240
Alaska,Electrical Power-Line Installers and Repairers,470
Alaska,Telecommunications Line Installers and Repairers,490
Alaska,Medical Equipment Repairers,**
Alaska,"Precision Instrument and Equipment Repairers, All Other",60
Alaska,"Maintenance and Repair Workers, General","4,500"
Alaska,Commercial Divers,70
Alaska,Locksmiths and Safe Repairers,40
Alaska,Riggers,60
Alaska,"Helpers--Installation, Maintenance, and Repair Workers",580
Alaska,"Installation, Maintenance, and Repair Workers, All Other",610
Alaska,Production Occupations,"9,810"
Alaska,First-Line Supervisors of Production and Operating Workers,760
Alaska,Structural Metal Fabricators and Fitters,**
Alaska,Miscellaneous Assemblers and Fabricators,210
Alaska,Bakers,200
Alaska,Butchers and Meat Cutters,180
Alaska,"Meat, Poultry, and Fish Cutters and Trimmers","2,370"
Alaska,Food Batchmakers,340
Alaska,Machinists,160
Alaska,"Welders, Cutters, Solderers, and Brazers",570
Alaska,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",50
Alaska,Printing Press Operators,150
Alaska,Print Binding and Finishing Workers,40
Alaska,Laundry and Dry-Cleaning Workers,530
Alaska,Sewing Machine Operators,30
Alaska,Cabinetmakers and Bench Carpenters,**
Alaska,"Sawing Machine Setters, Operators, and Tenders, Wood",**
Alaska,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",40
Alaska,Power Distributors and Dispatchers,100
Alaska,Power Plant Operators,460
Alaska,Stationary Engineers and Boiler Operators,110
Alaska,Water and Wastewater Treatment Plant and System Operators,500
Alaska,Gas Plant Operators,60
Alaska,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",550
Alaska,"Plant and System Operators, All Other",110
Alaska,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",110
Alaska,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",100
Alaska,"Mixing and Blending Machine Setters, Operators, and Tenders",40
Alaska,"Inspectors, Testers, Sorters, Samplers, and Weighers",220
Alaska,Jewelers and Precious Stone and Metal Workers,40
Alaska,Dental Laboratory Technicians,**
Alaska,Medical Appliance Technicians,70
Alaska,Packaging and Filling Machine Operators and Tenders,260
Alaska,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",90
Alaska,Helpers--Production Workers,260
Alaska,"Production Workers, All Other",160
Alaska,Transportation and Material Moving Occupations,"26,820"
Alaska,Aircraft Cargo Handling Supervisors,160
Alaska,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",880
Alaska,"Airline Pilots, Copilots, and Flight Engineers","1,460"
Alaska,Commercial Pilots,990
Alaska,Air Traffic Controllers,**
Alaska,Airfield Operations Specialists,110
Alaska,Driver/Sales Workers,650
Alaska,Heavy and Tractor-Trailer Truck Drivers,"2,570"
Alaska,Light Truck Drivers,"1,870"
Alaska,"Bus Drivers, Transit and Intercity",370
Alaska,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","1,590"
Alaska,"Motor Vehicle Operators, All Other",110
Alaska,Sailors and Marine Oilers,730
Alaska,"Captains, Mates, and Pilots of Water Vessels",550
Alaska,Ship Engineers,250
Alaska,Parking Attendants,120
Alaska,Automotive and Watercraft Service Attendants,**
Alaska,Transportation Inspectors,190
Alaska,Passenger Attendants,130
Alaska,"Aircraft Service Attendants and Transportation Workers, All Other",480
Alaska,Crane and Tower Operators,120
Alaska,Industrial Truck and Tractor Operators,450
Alaska,Cleaners of Vehicles and Equipment,620
Alaska,"Laborers and Freight, Stock, and Material Movers, Hand","4,240"
Alaska,"Packers and Packagers, Hand",580
Alaska,Stockers and Order Fillers,"4,830"
Alaska,"Pump Operators, Except Wellhead Pumpers",160
Alaska,Refuse and Recyclable Material Collectors,280
Alaska,"Material Moving Workers, All Other",220
Arizona,All Occupations,"2,866,820"
Arizona,Management Occupations,"169,310"
Arizona,Chief Executives,"4,270"
Arizona,General and Operations Managers,"54,780"
Arizona,Legislators,590
Arizona,Advertising and Promotions Managers,**
Arizona,Marketing Managers,"5,230"
Arizona,Sales Managers,"9,970"
Arizona,Public Relations and Fundraising Managers,"1,190"
Arizona,Administrative Services and Facilities Managers,"8,300"
Arizona,Computer and Information Systems Managers,"8,790"
Arizona,Financial Managers,"12,000"
Arizona,Industrial Production Managers,"2,860"
Arizona,Purchasing Managers,"1,310"
Arizona,"Transportation, Storage, and Distribution Managers","2,700"
Arizona,Compensation and Benefits Managers,270
Arizona,Human Resources Managers,"3,000"
Arizona,Training and Development Managers,950
Arizona,"Farmers, Ranchers, and Other Agricultural Managers",90
Arizona,Construction Managers,"6,240"
Arizona,"Education and Childcare Administrators, Preschool and Daycare","1,170"
Arizona,"Education Administrators, Kindergarten through Secondary","5,050"
Arizona,"Education Administrators, Postsecondary","3,070"
Arizona,"Education Administrators, All Other",730
Arizona,Architectural and Engineering Managers,"3,530"
Arizona,Food Service Managers,"4,500"
Arizona,Lodging Managers,980
Arizona,Medical and Health Services Managers,"8,050"
Arizona,Natural Sciences Managers,880
Arizona,Postmasters and Mail Superintendents,150
Arizona,"Property, Real Estate, and Community Association Managers","6,630"
Arizona,Social and Community Service Managers,"2,820"
Arizona,Emergency Management Directors,160
Arizona,Funeral Home Managers,120
Arizona,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","8,340"
Arizona,Business and Financial Operations Occupations,"166,190"
Arizona,"Agents and Business Managers of Artists, Performers, and Athletes",70
Arizona,Buyers and Purchasing Agents,"7,590"
Arizona,"Claims Adjusters, Examiners, and Investigators","10,930"
Arizona,"Insurance Appraisers, Auto Damage",**
Arizona,Compliance Officers,"7,430"
Arizona,Cost Estimators,"4,500"
Arizona,Human Resources Specialists,"12,760"
Arizona,Labor Relations Specialists,500
Arizona,Logisticians,"3,100"
Arizona,Management Analysts,"11,800"
Arizona,"Meeting, Convention, and Event Planners","2,070"
Arizona,Fundraisers,"1,150"
Arizona,"Compensation, Benefits, and Job Analysis Specialists","1,980"
Arizona,Training and Development Specialists,"9,530"
Arizona,Market Research Analysts and Marketing Specialists,"14,260"
Arizona,"Project Management Specialists and Business Operations Specialists, All Other","23,150"
Arizona,Accountants and Auditors,"22,450"
Arizona,Property Appraisers and Assessors,"1,130"
Arizona,Budget Analysts,"1,120"
Arizona,Credit Analysts,"1,640"
Arizona,Personal Financial Advisors,"4,050"
Arizona,Insurance Underwriters,"1,610"
Arizona,Financial Examiners,"1,890"
Arizona,Credit Counselors,"2,080"
Arizona,Loan Officers,"8,980"
Arizona,"Tax Examiners and Collectors, and Revenue Agents",400
Arizona,Tax Preparers,"1,470"
Arizona,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","7,550"
Arizona,Computer and Mathematical Occupations,"97,920"
Arizona,Computer Systems Analysts,"11,740"
Arizona,Information Security Analysts,"3,630"
Arizona,Computer and Information Research Scientists,280
Arizona,Computer Network Support Specialists,"4,950"
Arizona,Computer User Support Specialists,"17,740"
Arizona,Computer Network Architects,"3,200"
Arizona,Network and Computer Systems Administrators,"7,030"
Arizona,Database Administrators and Architects,"2,320"
Arizona,Computer Programmers,"2,870"
Arizona,Software Developers and Software Quality Assurance Analysts and Testers,"29,660"
Arizona,Web Developers and Digital Interface Designers,"2,810"
Arizona,"Computer Occupations, All Other","7,910"
Arizona,Actuaries,150
Arizona,Operations Research Analysts,"2,220"
Arizona,Statisticians,560
Arizona,"Data Scientists and Mathematical Science Occupations, All Other",850
Arizona,Architecture and Engineering Occupations,"51,730"
Arizona,"Architects, Except Landscape and Naval","1,150"
Arizona,Landscape Architects,760
Arizona,Cartographers and Photogrammetrists,220
Arizona,Surveyors,"1,100"
Arizona,Aerospace Engineers,"1,580"
Arizona,Bioengineers and Biomedical Engineers,250
Arizona,Chemical Engineers,100
Arizona,Civil Engineers,"5,000"
Arizona,Computer Hardware Engineers,"1,690"
Arizona,Electrical Engineers,"5,120"
Arizona,"Electronics Engineers, Except Computer","3,140"
Arizona,Environmental Engineers,"1,290"
Arizona,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",540
Arizona,Industrial Engineers,"4,740"
Arizona,Materials Engineers,510
Arizona,Mechanical Engineers,"5,290"
Arizona,"Mining and Geological Engineers, Including Mining Safety Engineers",520
Arizona,Nuclear Engineers,**
Arizona,"Engineers, All Other","1,710"
Arizona,Architectural and Civil Drafters,"2,640"
Arizona,Electrical and Electronics Drafters,"1,190"
Arizona,Mechanical Drafters,790
Arizona,"Drafters, All Other",270
Arizona,Aerospace Engineering and Operations Technologists and Technicians,920
Arizona,Civil Engineering Technologists and Technicians,"1,500"
Arizona,Electrical and Electronic Engineering Technologists and Technicians,"3,290"
Arizona,Electro-Mechanical and Mechatronics Technologists and Technicians,230
Arizona,Environmental Engineering Technologists and Technicians,380
Arizona,Industrial Engineering Technologists and Technicians,"1,370"
Arizona,Mechanical Engineering Technologists and Technicians,"1,050"
Arizona,Surveying and Mapping Technicians,960
Arizona,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other","2,300"
Arizona,"Life, Physical, and Social Science Occupations","19,700"
Arizona,Food Scientists and Technologists,120
Arizona,Soil and Plant Scientists,190
Arizona,Biochemists and Biophysicists,60
Arizona,Microbiologists,70
Arizona,Zoologists and Wildlife Biologists,370
Arizona,"Biological Scientists, All Other",470
Arizona,Conservation Scientists,280
Arizona,Foresters,120
Arizona,Epidemiologists,140
Arizona,"Medical Scientists, Except Epidemiologists","1,060"
Arizona,"Life Scientists, All Other",30
Arizona,Astronomers,160
Arizona,Physicists,60
Arizona,Atmospheric and Space Scientists,130
Arizona,Chemists,500
Arizona,Materials Scientists,90
Arizona,"Environmental Scientists and Specialists, Including Health","1,320"
Arizona,"Geoscientists, Except Hydrologists and Geographers",340
Arizona,Hydrologists,210
Arizona,"Physical Scientists, All Other",70
Arizona,Economists,130
Arizona,Survey Researchers,260
Arizona,"Clinical, Counseling, and School Psychologists","2,600"
Arizona,"Psychologists, All Other",170
Arizona,Sociologists,40
Arizona,Urban and Regional Planners,690
Arizona,Anthropologists and Archeologists,410
Arizona,Geographers,40
Arizona,Historians,40
Arizona,Political Scientists,30
Arizona,"Social Scientists and Related Workers, All Other",470
Arizona,Agricultural and Food Science Technicians,290
Arizona,Biological Technicians,"1,200"
Arizona,Chemical Technicians,590
Arizona,"Environmental Science and Protection Technicians, Including Health",770
Arizona,Geological and Hydrologic Technicians,500
Arizona,Social Science Research Assistants,"1,610"
Arizona,Forest and Conservation Technicians,680
Arizona,Forensic Science Technicians,700
Arizona,"Life, Physical, and Social Science Technicians, All Other",800
Arizona,Occupational Health and Safety Specialists,"1,560"
Arizona,Occupational Health and Safety Technicians,310
Arizona,Community and Social Service Occupations,"47,680"
Arizona,"Educational, Guidance, and Career Counselors and Advisors","8,850"
Arizona,Marriage and Family Therapists,"1,000"
Arizona,Rehabilitation Counselors,"2,030"
Arizona,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","5,930"
Arizona,"Counselors, All Other",310
Arizona,"Child, Family, and School Social Workers","7,630"
Arizona,Healthcare Social Workers,"2,970"
Arizona,Mental Health and Substance Abuse Social Workers,"2,890"
Arizona,"Social Workers, All Other","1,160"
Arizona,Health Education Specialists,"1,710"
Arizona,Probation Officers and Correctional Treatment Specialists,"2,460"
Arizona,Social and Human Service Assistants,"8,200"
Arizona,Community Health Workers,"1,080"
Arizona,"Community and Social Service Specialists, All Other",770
Arizona,Clergy,470
Arizona,"Directors, Religious Activities and Education",180
Arizona,"Religious Workers, All Other",50
Arizona,Legal Occupations,"20,560"
Arizona,Lawyers,"9,960"
Arizona,"Administrative Law Judges, Adjudicators, and Hearing Officers",290
Arizona,"Arbitrators, Mediators, and Conciliators",190
Arizona,"Judges, Magistrate Judges, and Magistrates",750
Arizona,Paralegals and Legal Assistants,"7,210"
Arizona,"Title Examiners, Abstractors, and Searchers","1,010"
Arizona,"Legal Support Workers, All Other",410
Arizona,Educational Instruction and Library Occupations,"146,540"
Arizona,"Business Teachers, Postsecondary",**
Arizona,"Computer Science Teachers, Postsecondary",840
Arizona,"Mathematical Science Teachers, Postsecondary","1,020"
Arizona,"Architecture Teachers, Postsecondary",150
Arizona,"Engineering Teachers, Postsecondary",660
Arizona,"Agricultural Sciences Teachers, Postsecondary",50
Arizona,"Biological Science Teachers, Postsecondary",880
Arizona,"Forestry and Conservation Science Teachers, Postsecondary",40
Arizona,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",310
Arizona,"Chemistry Teachers, Postsecondary",300
Arizona,"Environmental Science Teachers, Postsecondary",60
Arizona,"Physics Teachers, Postsecondary",230
Arizona,"Anthropology and Archeology Teachers, Postsecondary",110
Arizona,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",400
Arizona,"Economics Teachers, Postsecondary",150
Arizona,"Geography Teachers, Postsecondary",110
Arizona,"Political Science Teachers, Postsecondary",180
Arizona,"Psychology Teachers, Postsecondary",740
Arizona,"Sociology Teachers, Postsecondary",200
Arizona,"Social Sciences Teachers, Postsecondary, All Other",260
Arizona,"Health Specialties Teachers, Postsecondary","2,600"
Arizona,"Nursing Instructors and Teachers, Postsecondary","1,190"
Arizona,"Education Teachers, Postsecondary","1,190"
Arizona,"Criminal Justice and Law Enforcement Teachers, Postsecondary",240
Arizona,"Law Teachers, Postsecondary",230
Arizona,"Social Work Teachers, Postsecondary",320
Arizona,"Art, Drama, and Music Teachers, Postsecondary",**
Arizona,"Communications Teachers, Postsecondary",680
Arizona,"English Language and Literature Teachers, Postsecondary","1,100"
Arizona,"Foreign Language and Literature Teachers, Postsecondary",440
Arizona,"History Teachers, Postsecondary",170
Arizona,"Philosophy and Religion Teachers, Postsecondary",230
Arizona,"Family and Consumer Sciences Teachers, Postsecondary",60
Arizona,"Recreation and Fitness Studies Teachers, Postsecondary",440
Arizona,"Career/Technical Education Teachers, Postsecondary","2,680"
Arizona,"Postsecondary Teachers, All Other","4,430"
Arizona,"Preschool Teachers, Except Special Education","8,180"
Arizona,"Kindergarten Teachers, Except Special Education","3,150"
Arizona,"Elementary School Teachers, Except Special Education","23,290"
Arizona,"Middle School Teachers, Except Special and Career/Technical Education","12,330"
Arizona,"Career/Technical Education Teachers, Middle School",120
Arizona,"Secondary School Teachers, Except Special and Career/Technical Education","16,990"
Arizona,"Career/Technical Education Teachers, Secondary School",990
Arizona,"Special Education Teachers, Preschool",320
Arizona,"Special Education Teachers, Kindergarten and Elementary School","2,950"
Arizona,"Special Education Teachers, Middle School","1,600"
Arizona,"Special Education Teachers, Secondary School","2,280"
Arizona,"Special Education Teachers, All Other",500
Arizona,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",850
Arizona,Self-Enrichment Teachers,"2,490"
Arizona,"Substitute Teachers, Short-Term","3,620"
Arizona,"Tutors and Teachers and Instructors, All Other","6,410"
Arizona,Archivists,110
Arizona,Curators,220
Arizona,Museum Technicians and Conservators,130
Arizona,Librarians and Media Collections Specialists,"1,720"
Arizona,Library Technicians,"1,180"
Arizona,Instructional Coordinators,"3,850"
Arizona,"Teaching Assistants, Postsecondary","1,000"
Arizona,"Teaching Assistants, Except Postsecondary","25,230"
Arizona,"Educational Instruction and Library Workers, All Other","1,740"
Arizona,"Arts, Design, Entertainment, Sports, and Media Occupations","32,160"
Arizona,Art Directors,530
Arizona,Craft Artists,**
Arizona,"Fine Artists, Including Painters, Sculptors, and Illustrators",220
Arizona,Special Effects Artists and Animators,360
Arizona,"Artists and Related Workers, All Other",50
Arizona,Commercial and Industrial Designers,400
Arizona,Floral Designers,350
Arizona,Graphic Designers,"3,190"
Arizona,Interior Designers,"1,100"
Arizona,Merchandise Displayers and Window Trimmers,"2,670"
Arizona,Set and Exhibit Designers,180
Arizona,"Designers, All Other",40
Arizona,Actors,370
Arizona,Producers and Directors,"1,320"
Arizona,Athletes and Sports Competitors,600
Arizona,Coaches and Scouts,"5,720"
Arizona,"Umpires, Referees, and Other Sports Officials",480
Arizona,Dancers,**
Arizona,Music Directors and Composers,50
Arizona,Musicians and Singers,490
Arizona,"Miscellaneous Entertainers and Performers, Sports and Related Workers",340
Arizona,Broadcast Announcers and Radio Disc Jockeys,450
Arizona,"News Analysts, Reporters, and Journalists",830
Arizona,Public Relations Specialists,"3,520"
Arizona,Editors,"1,140"
Arizona,Technical Writers,570
Arizona,Writers and Authors,420
Arizona,Interpreters and Translators,"2,690"
Arizona,Court Reporters and Simultaneous Captioners,150
Arizona,"Media and Communication Workers, All Other",130
Arizona,Audio and Video Technicians,"1,270"
Arizona,Broadcast Technicians,400
Arizona,Sound Engineering Technicians,130
Arizona,Photographers,920
Arizona,"Camera Operators, Television, Video, and Film",230
Arizona,Film and Video Editors,250
Arizona,"Lighting Technicians and Media and Communication Equipment Workers, All Other",240
Arizona,Healthcare Practitioners and Technical Occupations,"167,590"
Arizona,Chiropractors,810
Arizona,"Dentists, General","2,410"
Arizona,Oral and Maxillofacial Surgeons,**
Arizona,"Dentists, All Other Specialists",100
Arizona,Dietitians and Nutritionists,"1,560"
Arizona,Optometrists,790
Arizona,Pharmacists,"8,240"
Arizona,Physician Assistants,"2,060"
Arizona,Podiatrists,230
Arizona,Occupational Therapists,"2,100"
Arizona,Physical Therapists,"3,600"
Arizona,Radiation Therapists,230
Arizona,Recreational Therapists,670
Arizona,Respiratory Therapists,"3,180"
Arizona,Speech-Language Pathologists,"2,730"
Arizona,Exercise Physiologists,100
Arizona,"Therapists, All Other",160
Arizona,Veterinarians,"1,420"
Arizona,Registered Nurses,"54,590"
Arizona,Nurse Anesthetists,260
Arizona,Nurse Midwives,110
Arizona,Nurse Practitioners,"4,310"
Arizona,Audiologists,180
Arizona,Anesthesiologists,**
Arizona,Family Medicine Physicians,"4,110"
Arizona,General Internal Medicine Physicians,740
Arizona,Obstetricians and Gynecologists,380
Arizona,"Pediatricians, General","1,010"
Arizona,Psychiatrists,640
Arizona,"Physicians, All Other; and Ophthalmologists, Except Pediatric","6,690"
Arizona,"Surgeons, Except Ophthalmologists",**
Arizona,Dental Hygienists,"3,650"
Arizona,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",540
Arizona,Clinical Laboratory Technologists and Technicians,"8,340"
Arizona,Cardiovascular Technologists and Technicians,630
Arizona,Diagnostic Medical Sonographers,"1,640"
Arizona,Nuclear Medicine Technologists,250
Arizona,Radiologic Technologists and Technicians,"3,970"
Arizona,Magnetic Resonance Imaging Technologists,830
Arizona,Emergency Medical Technicians and Paramedics,"4,080"
Arizona,Dietetic Technicians,**
Arizona,Pharmacy Technicians,"8,900"
Arizona,Psychiatric Technicians,"3,110"
Arizona,Surgical Technologists,"2,200"
Arizona,Veterinary Technologists and Technicians,**
Arizona,Ophthalmic Medical Technicians,**
Arizona,Licensed Practical and Licensed Vocational Nurses,"7,600"
Arizona,"Opticians, Dispensing","1,270"
Arizona,Orthotists and Prosthetists,280
Arizona,Hearing Aid Specialists,240
Arizona,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","7,880"
Arizona,Athletic Trainers,630
Arizona,Genetic Counselors,**
Arizona,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",**
Arizona,Healthcare Support Occupations,"124,370"
Arizona,Home Health and Personal Care Aides,"66,890"
Arizona,Nursing Assistants,"14,450"
Arizona,Orderlies,730
Arizona,Occupational Therapy Assistants,940
Arizona,Occupational Therapy Aides,60
Arizona,Physical Therapist Assistants,"2,900"
Arizona,Physical Therapist Aides,850
Arizona,Massage Therapists,"2,650"
Arizona,Dental Assistants,"7,940"
Arizona,Medical Assistants,"17,540"
Arizona,Medical Equipment Preparers,"1,210"
Arizona,Medical Transcriptionists,"1,590"
Arizona,Pharmacy Aides,550
Arizona,Veterinary Assistants and Laboratory Animal Caretakers,"2,680"
Arizona,Phlebotomists,"1,210"
Arizona,"Healthcare Support Workers, All Other","2,130"
Arizona,Protective Service Occupations,"79,410"
Arizona,First-Line Supervisors of Correctional Officers,"1,640"
Arizona,First-Line Supervisors of Police and Detectives,"2,910"
Arizona,First-Line Supervisors of Firefighting and Prevention Workers,"2,110"
Arizona,"Miscellaneous First-Line Supervisors, Protective Service Workers","1,600"
Arizona,Firefighters,"6,190"
Arizona,Fire Inspectors and Investigators,200
Arizona,Bailiffs,280
Arizona,Correctional Officers and Jailers,"13,670"
Arizona,Detectives and Criminal Investigators,"5,690"
Arizona,Fish and Game Wardens,280
Arizona,Parking Enforcement Workers,60
Arizona,Police and Sheriff's Patrol Officers,"11,610"
Arizona,Animal Control Workers,250
Arizona,Private Detectives and Investigators,370
Arizona,Gambling Surveillance Officers and Gambling Investigators,360
Arizona,Security Guards,"24,520"
Arizona,Crossing Guards and Flaggers,"1,120"
Arizona,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","2,730"
Arizona,Transportation Security Screeners,"1,150"
Arizona,"School Bus Monitors and Protective Service Workers, All Other","2,650"
Arizona,Food Preparation and Serving Related Occupations,"268,800"
Arizona,Chefs and Head Cooks,"2,400"
Arizona,First-Line Supervisors of Food Preparation and Serving Workers,"21,930"
Arizona,"Cooks, Fast Food","20,370"
Arizona,"Cooks, Institution and Cafeteria","6,970"
Arizona,"Cooks, Restaurant","32,060"
Arizona,"Cooks, Short Order","3,720"
Arizona,"Cooks, All Other",90
Arizona,Food Preparation Workers,"16,520"
Arizona,Bartenders,"12,900"
Arizona,Fast Food and Counter Workers,"63,280"
Arizona,Waiters and Waitresses,"50,880"
Arizona,"Food Servers, Nonrestaurant","4,910"
Arizona,Dining Room and Cafeteria Attendants and Bartender Helpers,"9,760"
Arizona,Dishwashers,"12,010"
Arizona,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","10,570"
Arizona,"Food Preparation and Serving Related Workers, All Other",440
Arizona,Building and Grounds Cleaning and Maintenance Occupations,"84,010"
Arizona,First-Line Supervisors of Housekeeping and Janitorial Workers,"3,310"
Arizona,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","2,960"
Arizona,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","34,520"
Arizona,Maids and Housekeeping Cleaners,"16,940"
Arizona,"Building Cleaning Workers, All Other",**
Arizona,Pest Control Workers,"2,240"
Arizona,Landscaping and Groundskeeping Workers,"22,610"
Arizona,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",390
Arizona,Tree Trimmers and Pruners,100
Arizona,"Grounds Maintenance Workers, All Other",260
Arizona,Personal Care and Service Occupations,"64,320"
Arizona,First-Line Supervisors of Gambling Services Workers,700
Arizona,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","4,970"
Arizona,Animal Trainers,660
Arizona,Animal Caretakers,"4,320"
Arizona,Gambling Dealers,"2,150"
Arizona,"Gambling Service Workers, All Other",260
Arizona,"Ushers, Lobby Attendants, and Ticket Takers","2,450"
Arizona,Amusement and Recreation Attendants,"4,360"
Arizona,Costume Attendants,60
Arizona,"Locker Room, Coatroom, and Dressing Room Attendants",330
Arizona,Embalmers,80
Arizona,Funeral Attendants,310
Arizona,"Morticians, Undertakers, and Funeral Arrangers",250
Arizona,Barbers,**
Arizona,"Hairdressers, Hairstylists, and Cosmetologists","8,590"
Arizona,Manicurists and Pedicurists,"2,290"
Arizona,Skincare Specialists,"2,160"
Arizona,Baggage Porters and Bellhops,980
Arizona,Concierges,980
Arizona,Tour and Travel Guides,"1,590"
Arizona,Childcare Workers,"9,550"
Arizona,Exercise Trainers and Group Fitness Instructors,"6,100"
Arizona,Recreation Workers,"8,490"
Arizona,Residential Advisors,"1,080"
Arizona,"Crematory Operators and Personal Care and Service Workers, All Other","1,100"
Arizona,Sales and Related Occupations,"286,680"
Arizona,First-Line Supervisors of Retail Sales Workers,"23,870"
Arizona,First-Line Supervisors of Non-Retail Sales Workers,"4,280"
Arizona,Cashiers,"65,170"
Arizona,Gambling Change Persons and Booth Cashiers,930
Arizona,Counter and Rental Clerks,"5,450"
Arizona,Parts Salespersons,"4,610"
Arizona,Retail Salespersons,"89,290"
Arizona,Advertising Sales Agents,"1,990"
Arizona,Insurance Sales Agents,"7,890"
Arizona,"Securities, Commodities, and Financial Services Sales Agents","9,850"
Arizona,Travel Agents,"2,550"
Arizona,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","24,110"
Arizona,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","6,490"
Arizona,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","20,930"
Arizona,Demonstrators and Product Promoters,"1,800"
Arizona,Models,**
Arizona,Real Estate Brokers,"2,520"
Arizona,Real Estate Sales Agents,"4,210"
Arizona,Sales Engineers,"1,480"
Arizona,Telemarketers,"6,880"
Arizona,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",150
Arizona,"Sales and Related Workers, All Other","1,690"
Arizona,Office and Administrative Support Occupations,"438,330"
Arizona,First-Line Supervisors of Office and Administrative Support Workers,"35,770"
Arizona,"Switchboard Operators, Including Answering Service",790
Arizona,Telephone Operators,40
Arizona,"Communications Equipment Operators, All Other",60
Arizona,Bill and Account Collectors,"8,630"
Arizona,Billing and Posting Clerks,"9,900"
Arizona,"Bookkeeping, Accounting, and Auditing Clerks","25,620"
Arizona,Gambling Cage Workers,510
Arizona,Payroll and Timekeeping Clerks,"3,340"
Arizona,Procurement Clerks,"2,080"
Arizona,Tellers,"7,010"
Arizona,"Financial Clerks, All Other",420
Arizona,Brokerage Clerks,"1,060"
Arizona,Correspondence Clerks,110
Arizona,"Court, Municipal, and License Clerks","2,660"
Arizona,"Credit Authorizers, Checkers, and Clerks",800
Arizona,Customer Service Representatives,"105,000"
Arizona,"Eligibility Interviewers, Government Programs","3,510"
Arizona,File Clerks,"2,390"
Arizona,"Hotel, Motel, and Resort Desk Clerks","5,770"
Arizona,"Interviewers, Except Eligibility and Loan","2,000"
